Real Rate,Inflation Rate,Risk Premium,Liquidity Premium,Admin Costs,Operating Costs,TotalInterestRate
0.022500000000000006,0.045,2.5498122994249033,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.44777201519695164,0.02,0.07,0.05,0.6552720151969518
0.022500000000000006,0.045,0.6447835076264257,0.02,0.07,0.05,0.8522835076264257
0.022500000000000006,0.045,0.8592565210374059,0.02,0.07,0.05,1.066756521037406
0.022500000000000006,0.045,0.4928260418981615,0.02,0.07,0.05,0.7003260418981616
0.022500000000000006,0.045,0.7928667162463111,0.02,0.07,0.05,1.0003667162463112
0.022500000000000006,0.045,0.16445583809060263,0.02,0.07,0.05,0.3719558380906026
0.022500000000000006,0.045,0.5542601135892568,0.02,0.07,0.05,0.7617601135892569
0.022500000000000006,0.045,0.7695448885805953,0.02,0.07,0.05,0.9770448885805953
0.022500000000000006,0.045,0.19592911839375063,0.02,0.07,0.05,0.4034291183937506
0.022500000000000006,0.045,0.7140440793245407,0.02,0.07,0.05,0.9215440793245409
0.022500000000000006,0.045,0.2353553985638992,0.02,0.07,0.05,0.4428553985638992
0.022500000000000006,0.045,0.2614747211891059,0.02,0.07,0.05,0.46897472118910594
0.022500000000000006,0.045,1.5279073554735783,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.657861343300169,0.02,0.07,0.05,0.865361343300169
0.022500000000000006,0.045,0.9902931023821502,0.02,0.07,0.05,1.1977931023821502
0.022500000000000006,0.045,1.049649413872068,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.25353905396430865,0.02,0.07,0.05,0.46103905396430866
0.022500000000000006,0.045,1.0468870298757846,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.8442688771942227,0.02,0.07,0.05,1.0517688771942229
0.022500000000000006,0.045,0.6008279654281978,0.02,0.07,0.05,0.8083279654281978
0.022500000000000006,0.045,0.4377518520376207,0.02,0.07,0.05,0.6452518520376207
0.022500000000000006,0.045,2.0015933318183086,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.14522723742384078,0.02,0.07,0.05,0.35272723742384077
0.022500000000000006,0.045,0.7647703233694237,0.02,0.07,0.05,0.9722703233694239
0.022500000000000006,0.045,0.6305062195060257,0.02,0.07,0.05,0.8380062195060258
0.022500000000000006,0.045,1.1366991025910753,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.6124768461150282,0.02,0.07,0.05,0.8199768461150283
0.022500000000000006,0.045,0.38409930833258377,0.02,0.07,0.05,0.5915993083325839
0.022500000000000006,0.045,0.8812876561330518,0.02,0.07,0.05,1.0887876561330518
0.022500000000000006,0.045,0.1901382072167941,0.02,0.07,0.05,0.3976382072167941
0.022500000000000006,0.045,2.285118954083427,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.7028250463592818,0.02,0.07,0.05,0.9103250463592818
0.022500000000000006,0.045,0.09569550894814466,0.02,0.07,0.05,0.3031955089481447
0.022500000000000006,0.045,0.17237883086504527,0.02,0.07,0.05,0.37987883086504526
0.022500000000000006,0.045,0.3305206080727787,0.02,0.07,0.05,0.5380206080727787
0.022500000000000006,0.045,0.5667904060470342,0.02,0.07,0.05,0.7742904060470344
0.022500000000000006,0.045,0.6012549489032168,0.02,0.07,0.05,0.8087549489032169
0.022500000000000006,0.045,1.2354693631904334,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.3975802208825859,0.02,0.07,0.05,0.605080220882586
0.022500000000000006,0.045,0.08067796950862571,0.02,0.07,0.05,0.28817796950862573
0.022500000000000006,0.045,0.6666683545959555,0.02,0.07,0.05,0.8741683545959555
0.022500000000000006,0.045,0.7963301647031701,0.02,0.07,0.05,1.0038301647031702
0.022500000000000006,0.045,0.743448155111042,0.02,0.07,0.05,0.9509481551110421
0.022500000000000006,0.045,0.8204719446162712,0.02,0.07,0.05,1.0279719446162712
0.022500000000000006,0.045,0.20017124730311459,0.02,0.07,0.05,0.4076712473031146
0.022500000000000006,0.045,0.7938676500395704,0.02,0.07,0.05,1.0013676500395705
0.022500000000000006,0.045,0.5530925819491699,0.02,0.07,0.05,0.7605925819491699
0.022500000000000006,0.045,0.16731724078594412,0.02,0.07,0.05,0.37481724078594414
0.022500000000000006,0.045,0.8600745939036567,0.02,0.07,0.05,1.0675745939036567
0.022500000000000006,0.045,1.9747938631263182,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.5377498804407425,0.02,0.07,0.05,0.7452498804407426
0.022500000000000006,0.045,0.15873967473574682,0.02,0.07,0.05,0.3662396747357468
0.022500000000000006,0.045,1.330833630974796,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,1.8157337899824626,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.18065874010037916,0.02,0.07,0.05,0.38815874010037915
0.022500000000000006,0.045,0.6009079114621663,0.02,0.07,0.05,0.8084079114621663
0.022500000000000006,0.045,0.5189731868906737,0.02,0.07,0.05,0.7264731868906737
0.022500000000000006,0.045,0.7411201947613277,0.02,0.07,0.05,0.9486201947613278
0.022500000000000006,0.045,0.2372393898039917,0.02,0.07,0.05,0.44473938980399175
0.022500000000000006,0.045,0.5194687261069996,0.02,0.07,0.05,0.7269687261069997
0.022500000000000006,0.045,0.9136287990791542,0.02,0.07,0.05,1.1211287990791543
0.022500000000000006,0.045,3.5671628552203996,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.8787851620083467,0.02,0.07,0.05,1.0862851620083467
0.022500000000000006,0.045,0.4669354637764961,0.02,0.07,0.05,0.6744354637764962
0.022500000000000006,0.045,0.21427278698639343,0.02,0.07,0.05,0.4217727869863934
0.022500000000000006,0.045,4.671652704449831,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,1.6687748122619,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.7695154406012972,0.02,0.07,0.05,0.9770154406012972
0.022500000000000006,0.045,1.607303035819653,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.45458157021046147,0.02,0.07,0.05,0.6620815702104617
0.022500000000000006,0.045,2.3194134489665323,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.3626783248293136,0.02,0.07,0.05,0.5701783248293137
0.022500000000000006,0.045,0.8840541980942811,0.02,0.07,0.05,1.0915541980942811
0.022500000000000006,0.045,0.2029094774952412,0.02,0.07,0.05,0.4104094774952412
0.022500000000000006,0.045,0.9066387990101004,0.02,0.07,0.05,1.1141387990101004
0.022500000000000006,0.045,0.40211630635107054,0.02,0.07,0.05,0.6096163063510707
0.022500000000000006,0.045,0.44150548852745825,0.02,0.07,0.05,0.6490054885274583
0.022500000000000006,0.045,0.6351719484888823,0.02,0.07,0.05,0.8426719484888823
0.022500000000000006,0.045,0.8253505390404426,0.02,0.07,0.05,1.0328505390404428
0.022500000000000006,0.045,0.3049509112412653,0.02,0.07,0.05,0.5124509112412653
0.022500000000000006,0.045,0.3005741955079851,0.02,0.07,0.05,0.5080741955079852
0.022500000000000006,0.045,0.7278465205029507,0.02,0.07,0.05,0.9353465205029508
0.022500000000000006,0.045,0.6091321653170148,0.02,0.07,0.05,0.8166321653170148
0.022500000000000006,0.045,0.7055984138095878,0.02,0.07,0.05,0.9130984138095879
0.022500000000000006,0.045,0.4595784475094082,0.02,0.07,0.05,0.6670784475094083
0.022500000000000006,0.045,0.5393622703606789,0.02,0.07,0.05,0.7468622703606789
0.022500000000000006,0.045,0.7064535259153084,0.02,0.07,0.05,0.9139535259153084
0.022500000000000006,0.045,0.4123970964718251,0.02,0.07,0.05,0.6198970964718251
0.022500000000000006,0.045,2.6358307320570677,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,3.516094298495511,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.3741050427848971,0.02,0.07,0.05,0.5816050427848971
0.022500000000000006,0.045,0.18195798552782058,0.02,0.07,0.05,0.38945798552782057
0.022500000000000006,0.045,0.4229009220741,0.02,0.07,0.05,0.6304009220741
0.022500000000000006,0.045,0.6401251583742901,0.02,0.07,0.05,0.8476251583742902
0.022500000000000006,0.045,0.715720249282322,0.02,0.07,0.05,0.923220249282322
0.022500000000000006,0.045,0.3553603756921219,0.02,0.07,0.05,0.562860375692122
0.022500000000000006,0.045,0.6792063552868217,0.02,0.07,0.05,0.8867063552868217
0.022500000000000006,0.045,0.7479215246785627,0.02,0.07,0.05,0.9554215246785627
0.022500000000000006,0.045,1.0253999888546648,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.19270969418814585,0.02,0.07,0.05,0.4002096941881459
0.022500000000000006,0.045,0.1270273137459964,0.02,0.07,0.05,0.33452731374599637
0.022500000000000006,0.045,0.3604885715847073,0.02,0.07,0.05,0.5679885715847074
0.022500000000000006,0.045,0.5823916471289705,0.02,0.07,0.05,0.7898916471289705
0.022500000000000006,0.045,2.678571223791223,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.2852192347924459,0.02,0.07,0.05,0.4927192347924459
0.022500000000000006,0.045,0.40816094282540455,0.02,0.07,0.05,0.6156609428254046
0.022500000000000006,0.045,0.4242114125956793,0.02,0.07,0.05,0.6317114125956793
0.022500000000000006,0.045,0.20712381643264924,0.02,0.07,0.05,0.41462381643264923
0.022500000000000006,0.045,0.9782462142174553,0.02,0.07,0.05,1.1857462142174553
0.022500000000000006,0.045,0.713656202929154,0.02,0.07,0.05,0.921156202929154
0.022500000000000006,0.045,1.0909835814442166,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,2.725059896087419,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.6736777897182015,0.02,0.07,0.05,0.8811777897182016
0.022500000000000006,0.045,0.907075037457435,0.02,0.07,0.05,1.114575037457435
0.022500000000000006,0.045,0.6256193013972781,0.02,0.07,0.05,0.8331193013972782
0.022500000000000006,0.045,0.38185449912776415,0.02,0.07,0.05,0.5893544991277642
0.022500000000000006,0.045,2.0605746048060687,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.2655290847070279,0.02,0.07,0.05,0.4730290847070279
0.022500000000000006,0.045,0.5844754370490489,0.02,0.07,0.05,0.791975437049049
0.022500000000000006,0.045,3.121600307664833,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.9372300816255665,0.02,0.07,0.05,1.1447300816255668
0.022500000000000006,0.045,1.213760097955604,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.9549648905982593,0.02,0.07,0.05,1.1624648905982595
0.022500000000000006,0.045,0.9128019354434962,0.02,0.07,0.05,1.1203019354434962
0.022500000000000006,0.045,0.9482276912653925,0.02,0.07,0.05,1.1557276912653927
0.022500000000000006,0.045,0.6770263168479688,0.02,0.07,0.05,0.8845263168479689
0.022500000000000006,0.045,0.6048365266972205,0.02,0.07,0.05,0.8123365266972207
0.022500000000000006,0.045,1.1187575900473554,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,6.1053769665021855,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.781390543241413,0.02,0.07,0.05,0.988890543241413
0.022500000000000006,0.045,1.2469337798103057,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.39498303762018233,0.02,0.07,0.05,0.6024830376201824
0.022500000000000006,0.045,0.4850049621566991,0.02,0.07,0.05,0.6925049621566992
0.022500000000000006,0.045,0.6327244804777286,0.02,0.07,0.05,0.8402244804777286
0.022500000000000006,0.045,0.9612317898318,0.02,0.07,0.05,1.1687317898318001
0.022500000000000006,0.045,0.7688042260233662,0.02,0.07,0.05,0.9763042260233663
0.022500000000000006,0.045,0.7587955232299219,0.02,0.07,0.05,0.966295523229922
0.022500000000000006,0.045,0.46065075378188436,0.02,0.07,0.05,0.6681507537818845
0.022500000000000006,0.045,0.8152450234833455,0.02,0.07,0.05,1.0227450234833455
0.022500000000000006,0.045,1.0397233760180873,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.3562924663072402,0.02,0.07,0.05,0.5637924663072402
0.022500000000000006,0.045,1.761506215118391,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.13557665504258928,0.02,0.07,0.05,0.3430766550425893
0.022500000000000006,0.045,0.3712748076554461,0.02,0.07,0.05,0.5787748076554462
0.022500000000000006,0.045,0.8731140074677504,0.02,0.07,0.05,1.0806140074677504
0.022500000000000006,0.045,0.6329586572478894,0.02,0.07,0.05,0.8404586572478894
0.022500000000000006,0.045,0.8333382693020878,0.02,0.07,0.05,1.040838269302088
0.022500000000000006,0.045,2.1768366786661355,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,1.1487685998243113,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.7731721430098131,0.02,0.07,0.05,0.9806721430098131
0.022500000000000006,0.045,0.5396272368672091,0.02,0.07,0.05,0.7471272368672093
0.022500000000000006,0.045,1.1480890819648173,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.34840288283489945,0.02,0.07,0.05,0.5559028828348995
0.022500000000000006,0.045,0.6594646589244658,0.02,0.07,0.05,0.866964658924466
0.022500000000000006,0.045,0.8984982903769859,0.02,0.07,0.05,1.105998290376986
0.022500000000000006,0.045,0.6094109186559303,0.02,0.07,0.05,0.8169109186559305
0.022500000000000006,0.045,0.36602881960698846,0.02,0.07,0.05,0.5735288196069885
0.022500000000000006,0.045,3.161038400794574,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,6.43534048012487,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,4.111885082504595,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,1.8706415827902556,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.4503823498648933,0.02,0.07,0.05,0.6578823498648934
0.022500000000000006,0.045,0.7103829552541467,0.02,0.07,0.05,0.9178829552541468
0.022500000000000006,0.045,0.9424843068623096,0.02,0.07,0.05,1.1499843068623097
0.022500000000000006,0.045,0.6211121203021234,0.02,0.07,0.05,0.8286121203021235
0.022500000000000006,0.045,0.1525307605748076,0.02,0.07,0.05,0.3600307605748076
0.022500000000000006,0.045,0.5172504734432988,0.02,0.07,0.05,0.7247504734432988
0.022500000000000006,0.045,0.7040817949732575,0.02,0.07,0.05,0.9115817949732576
0.022500000000000006,0.045,0.6719246521308229,0.02,0.07,0.05,0.8794246521308229
0.022500000000000006,0.045,0.6348606246369376,0.02,0.07,0.05,0.8423606246369377
0.022500000000000006,0.045,0.33035276696506993,0.02,0.07,0.05,0.53785276696507
0.022500000000000006,0.045,0.34474669116375734,0.02,0.07,0.05,0.5522466911637574
0.022500000000000006,0.045,0.9116830246103985,0.02,0.07,0.05,1.1191830246103986
0.022500000000000006,0.045,0.9244450757201856,0.02,0.07,0.05,1.1319450757201857
0.022500000000000006,0.045,2.1597529838589216,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.27865193158130225,0.02,0.07,0.05,0.48615193158130227
0.022500000000000006,0.045,1.5022243384023806,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.6888766994680248,0.02,0.07,0.05,0.8963766994680249
0.022500000000000006,0.045,0.7483177959008128,0.02,0.07,0.05,0.955817795900813
0.022500000000000006,0.045,0.3820480633975264,0.02,0.07,0.05,0.5895480633975265
0.022500000000000006,0.045,0.4217442364242714,0.02,0.07,0.05,0.6292442364242714
0.022500000000000006,0.045,0.1534429827254658,0.02,0.07,0.05,0.3609429827254658
0.022500000000000006,0.045,0.7116243063790787,0.02,0.07,0.05,0.9191243063790788
0.022500000000000006,0.045,0.794850436410861,0.02,0.07,0.05,1.002350436410861
0.022500000000000006,0.045,1.8004806712087995,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.35680184792409003,0.02,0.07,0.05,0.5643018479240901
0.022500000000000006,0.045,1.920052991310204,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,1.1842374991201146,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,3.0861155668153826,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.5936147362241889,0.02,0.07,0.05,0.801114736224189
0.022500000000000006,0.045,2.2523116485877366,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.31471606338870783,0.02,0.07,0.05,0.5222160633887079
0.022500000000000006,0.045,0.30428557586187643,0.02,0.07,0.05,0.5117855758618765
0.022500000000000006,0.045,0.7893710403050258,0.02,0.07,0.05,0.9968710403050258
0.022500000000000006,0.045,1.7262153272850493,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.20522029152193,0.02,0.07,0.05,0.41272029152193
0.022500000000000006,0.045,0.7124943494575334,0.02,0.07,0.05,0.9199943494575336
0.022500000000000006,0.045,0.16472737229369516,0.02,0.07,0.05,0.3722273722936952
0.022500000000000006,0.045,1.3991449356152492,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.2313304770400306,0.02,0.07,0.05,0.43883047704003064
0.022500000000000006,0.045,0.6255470274851257,0.02,0.07,0.05,0.8330470274851258
0.022500000000000006,0.045,0.2952751454366372,0.02,0.07,0.05,0.5027751454366373
0.022500000000000006,0.045,0.6085083451289935,0.02,0.07,0.05,0.8160083451289937
0.022500000000000006,0.045,0.502590293184076,0.02,0.07,0.05,0.710090293184076
0.022500000000000006,0.045,0.44640706816506126,0.02,0.07,0.05,0.6539070681650614
0.022500000000000006,0.045,0.5669083420419451,0.02,0.07,0.05,0.7744083420419452
0.022500000000000006,0.045,0.3943106826835112,0.02,0.07,0.05,0.6018106826835112
0.022500000000000006,0.045,0.5807632881469894,0.02,0.07,0.05,0.7882632881469895
0.022500000000000006,0.045,0.40251528482498056,0.02,0.07,0.05,0.6100152848249807
0.022500000000000006,0.045,0.4025697522149627,0.02,0.07,0.05,0.6100697522149627
0.022500000000000006,0.045,1.0935731394281962,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.8293570865115476,0.02,0.07,0.05,1.0368570865115476
0.022500000000000006,0.045,0.8700340090207959,0.02,0.07,0.05,1.0775340090207959
0.022500000000000006,0.045,1.230336683677851,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.4568382538137337,0.02,0.07,0.05,0.6643382538137339
0.022500000000000006,0.045,0.9216078329951075,0.02,0.07,0.05,1.1291078329951076
0.022500000000000006,0.045,1.9558808444941298,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.648967412983251,0.02,0.07,0.05,0.856467412983251
0.022500000000000006,0.045,0.3376903462237606,0.02,0.07,0.05,0.5451903462237606
0.022500000000000006,0.045,2.4791028888772018,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.29469958370435984,0.02,0.07,0.05,0.5021995837043599
0.022500000000000006,0.045,0.27032062922037736,0.02,0.07,0.05,0.4778206292203774
0.022500000000000006,0.045,0.39648335247264055,0.02,0.07,0.05,0.6039833524726406
0.022500000000000006,0.045,1.6147143874317096,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.5297659725061099,0.02,0.07,0.05,0.7372659725061099
0.022500000000000006,0.045,0.36584748821666513,0.02,0.07,0.05,0.5733474882166651
0.022500000000000006,0.045,1.0241321458305752,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,1.9794241934050683,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,1.2252900615327282,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.7225312766555059,0.02,0.07,0.05,0.9300312766555059
0.022500000000000006,0.045,1.5996566127064606,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.43481882555635865,0.02,0.07,0.05,0.6423188255563588
0.022500000000000006,0.045,1.691349224964121,0.02,0.07,0.05,1.2049999999999998
0.022500000000000006,0.045,0.712723716537917,0.02,0.07,0.05,0.920223716537917
0.022500000000000006,0.045,0.35689274223981526,0.02,0.07,0.05,0.5643927422398154
0.022500000000000006,0.045,0.4570247102616493,0.02,0.07,0.05,0.6645247102616494
0.022500000000000006,0.045,0.17503471913584034,0.02,0.07,0.05,0.38253471913584036
0.022500000000000006,0.045,0.43644662861114375,0.02,0.07,0.05,0.6439466286111439
0.022500000000000006,0.045,0.5892870888536682,0.02,0.07,0.05,0.7967870888536683
0.022500000000000006,0.045,1.6204921132218564,0.02,0.07,0.05,1.2049999999999998
